"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Fall 2011"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"FALL 2011 (201108)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Aural Skills I","MUS","113","01","80883",1,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 102",20,11,9,0,"Sooy, Julie A.",08/30-12/09,16
,"Completion of MUS 111 or concurrent enrollment required."
"COMPLETED","Aural Skills I","MUS","113","02","80041",1,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 102",20,16,4,0,"Wolfe, Jennifer A.",08/30-12/09,16
,"Completion of MUS 111 or concurrent enrollment required."
"COMPLETED","Chapel Choir","MUS","115","01","80042",1,FA2,"M","T","W","R"," "," "," ","1630-1735","NYKERK 124",25,17,8,0,"Richmond, Brad W.",08/30-12/09,16
"COMPLETED","Chapel Choir","MUS","115","11","80727",0,"","M","T","W","R"," "," "," ","1630-1735","NYKERK 124",25,23,2,0,"Richmond, Brad W.",08/30-12/09,16
,"This section is for those students who are participating in Chapel Choir for pass-fail, zero credit only."
"COMPLETED","College Chorus","MUS","116","01","80043",1,FA2," ","T"," "," "," "," "," ","1930-2100","NYKERK 124",50,35,15,0,"Richmond, Brad W.",08/30-12/09,16
"COMPLETED","College Chorus","MUS","116","11","80728",0,""," ","T"," "," "," "," "," ","1930-2100","NYKERK 124",50,35,15,0,"Richmond, Brad W.",08/30-12/09,16
,"This section is for those students who are participating in College Chorus for pass-fail, zero credit only."
"COMPLETED","Women's Chamber Choir","MUS","117","01","80498",1,FA2," ","T"," ","R"," "," "," ","1200-1250","CHAPEL AUD",20,12,8,0,"Wolfe, Jennifer A.",08/30-12/09,16
"COMPLETED","Women's Chamber Choir","MUS","117","11","80729",0,""," ","T"," ","R"," "," "," ","1200-1250","CHAPEL AUD",20,16,4,0,"Wolfe, Jennifer A.",08/30-12/09,16
,"This section is for those students who are participating in Women's Chorus for pass-fail, zero credit only."
"COMPLETED","Orchestra","MUS","120","01","80044",1,FA2,"M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",30,23,7,0,"Piippo, Richard G.",08/30-12/09,16
,"This section is for all string players enrolling for credit."
"","","","","","",,"FA2"," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","02","80839",1,FA2," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",30,5,25,0,"Piippo, Richard G.",08/30-12/09,16
,"This section is for all woodwind, brass, percussion players enrolling for credit."
"COMPLETED","Orchestra","MUS","120","11","80723",0,"","M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",30,20,10,0,"Piippo, Richard G.",08/30-12/09,16
,"This section is for all string players enrolling for for pass-fail, zero credit only."
"","","","","","",,""," ","T"," ","R"," "," "," ","1700-1820","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","12","80840",0,""," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",30,13,17,0,"Piippo, Richard G.",08/30-12/09,16
,"This section is for all woodwind, brass, percussion players enrolling for pass/fail, zero credit only."
"COMPLETED","Wind Ensemble","MUS","130","01","80045",1,FA2,"M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",30,17,13,0,"Southard, Robert G.",08/30-12/09,16
"","","","","","",,"FA2"," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Wind Ensemble","MUS","130","11","80730",0,""," "," "," "," ","F"," "," ","1300-1430","NYKERK 116",30,22,8,0,"Southard, Robert G.",08/30-12/09,16
,"This section is for those students who are participating in Wind Symphony for pass-fail, zero credit only."
"","","","","","",,"","M"," ","W"," "," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Concert Band","MUS","133","01","80537",1,FA2," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,10,20,0,"Southard, Robert G.",08/30-12/09,16
"COMPLETED","Concert Band","MUS","133","11","80731",0,""," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,14,16,0,"Southard, Robert G.",08/30-12/09,16
,"This section is for those students who are participating in Anchor Band for pass-fail, zero credit only."
"COMPLETED","Jazz Arts Collective","MUS","135","01","80046",1,FA2," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",20,2,18,0,"Coyle, Brian R.",08/30-12/09,16
"COMPLETED","Jazz Arts Collective","MUS","135","11","80732",0,""," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",15,9,6,0,"Coyle, Brian R.",08/30-12/09,16
,"This section is for those students who are participating in Jazz Ensemble for pass-fail, zero credit only."
"COMPLETED","Collegium Musicum - Vocal","MUS","140","01","80726",1,FA2," "," ","W"," "," "," "," ","1900-2030","NYKERK 116",15,7,8,0,"DeBoer, James R.",08/30-12/09,16
"CLOSED","Collegium Musicum - Vocal","MUS","140","11","80733",0,""," "," ","W"," "," "," "," ","1900-2030","NYKERK 116",15,15,0,0,"DeBoer, James R.",08/30-12/09,16
,"This section is for those students who are participating in Collegium Musicam - Vocal for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","01","80890",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Coyle, Brian R.",08/30-12/09,16
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","011","80891",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Coyle, Brian R.",08/30-12/09,16
,"This section is for those students who are particpating in Jazz Chamber Ensemble I for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","02","80892",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Hodson, Robert D.",08/30-12/09,16
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","021","80893",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Hodson, Robert D.",08/30-12/09,16
,"This section is for those students who are participating in Jazz Chamber Ensemble II for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","03","80894",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Talaga, Stephen C.",08/30-12/09,16
"CLOSED","Jazz Chamber Ensemble III","MUS","160","031","80895",0,"","TBA","","","","","","","","TBA",4,5,-1,0,"Talaga, Stephen C.",08/30-12/09,16
,"This section is for those students who are participating in Jazz Chamber Ensemble III for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","04","80896",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Van Lente, Michael J.",08/30-12/09,16
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","041","80897",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Van Lente, Michael J.",08/30-12/09,16
,"This section is for those students who are participating in Jazz Chamber Ensemble IV for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","05","80898",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Lockwood, Thomas E.",08/30-12/09,16
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","051","80899",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Lockwood, Thomas E.",08/30-12/09,16
,"This section is for those students who are participating in Jazz Chamber Ensemble V for pass-fail, zero credit only."
"COMPLETED","Jazz Education Ensemble","MUS","160","06","81376",.5,FA2,"TBA","","","","","","","","TBA",5,2,3,0,"Coyle, Brian R.",08/30-12/09,16
"COMPLETED","Jazz Education Ensemble","MUS","160","061","81377",0,"","TBA","","","","","","","","TBA",5,1,4,0,"Coyle, Brian R.",08/30-12/09,16
"COMPLETED","Flute Choir","MUS","160","07","80900",.5,FA2," ","T"," "," "," "," "," ","1100-1150","NYKERK 116",12,1,11,0,"Sooy, Julie A.",08/30-12/09,16
"COMPLETED","Flute Choir","MUS","160","071","80901",0,""," ","T"," "," "," "," "," ","1100-1150","NYKERK 116",12,5,7,0,"Sooy, Julie A.",08/30-12/09,16
,"This section is for those students who are participating in Flute Choir for pass-fail, zero credit only."
"COMPLETED","Percussion Ensemble","MUS","160","08","80902",.5,FA2,"TBA","","","","","","","","TBA",6,2,4,0,"Secor, Gregory",08/30-12/09,16
"COMPLETED","Percussion Ensemble","MUS","160","081","80903",0,"","TBA","","","","","","","","TBA",6,1,5,0,"Secor, Gregory",08/30-12/09,16
,"This section is for those students who are participating in Percussion Ensemble for pass-fail, zero credit only."
"COMPLETED","Chamber Music","MUS","160","09","80904",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Piippo, Richard G.",08/30-12/09,16
"CLOSED","Chamber Music","MUS","160","091","80905",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Piippo, Richard G.",08/30-12/09,16
,"This section is for those students who are participating in Chamber Music for pass-fail, zero credit only."
"COMPLETED","Chamber Music","MUS","160","10","80906",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Craioveanu, Mihai D.",08/30-12/09,16
"CLOSED","Chamber Music","MUS","160","101","80907",0,"","TBA","","","","","","","","TBA",4,8,-4,0,"Craioveanu, Mihai D.",08/30-12/09,16
,"This section is for those students who are participating in Chamber Music for pass-fail, zero credit only."
"COMPLETED","Chamber Music","MUS","160","11","80908",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Le, Andrew C.",08/30-12/09,16
"COMPLETED","Chamber Music","MUS","160","111","80909",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Le, Andrew C.",08/30-12/09,16
,"This section is for those students who are participating in Chamber Music for pass-fail, zero credit only."
"COMPLETED","Brass Ensemble","MUS","160","12","80910",.5,FA2,"TBA","","","","","","","","TBA",5,2,3,0,"Puccini, Dorival",08/30-12/09,16
"COMPLETED","Brass Ensemble","MUS","160","121","80911",0,"","TBA","","","","","","","","TBA",5,4,1,0,"Puccini, Dorival",08/30-12/09,16
,"This section is for those students who are participating in Brass Chamber Music for pass-fail, zero credit only."
"COMPLETED","12th Street Harmony","MUS","160","13","80912",.5,FA2,"TBA","","","","","","","","TBA",12,4,8,0,"Richmond, Brad W.",08/30-12/09,16
"COMPLETED","12th Street Harmony","MUS","160","131","80913",0,"","TBA","","","","","","","","TBA",12,8,4,0,"Richmond, Brad W.",08/30-12/09,16
,"This section is for those students who are participating in 12th Street Harmony for pass-fail, zero credit only."
"COMPLETED","Luminescence","MUS","160","14","80914",.5,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Richmond, Brad W.",08/30-12/09,16
"COMPLETED","Luminescence","MUS","160","141","80915",0,"","TBA","","","","","","","","TBA",12,8,4,0,"Richmond, Brad W.",08/30-12/09,16
,"This section is for those students who are participating in Luminescence for pass-fail, zero credit only."
"COMPLETED","Saxophone Quartet","MUS","160","15","80918",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Schekman, Joel W.",08/30-12/09,16
"COMPLETED","Saxophone Quartet","MUS","160","151","80919",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Schekman, Joel W.",08/30-12/09,16
,"This section is for those students who are participating in Saxophone Quartet for pass-fail, zero credit only."
"COMPLETED","Woodwind Quintet","MUS","160","16","81092",.5,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Southard, Robert G.",08/30-12/09,16
"CLOSED","Woodwind Quintet","MUS","160","161","81093",0,"","TBA","","","","","","","","TBA",5,9,-4,0,"Southard, Robert G.",08/30-12/09,16
"COMPLETED","Piano Ensemble","MUS","160","17","81094",.5,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Clark, Adam L.",08/30-12/09,16
"CLOSED","Piano Ensemble","MUS","160","171","81095",0,"","TBA","","","","","","","","TBA",5,6,-1,0,"Clark, Adam L.",08/30-12/09,16
"COMPLETED","Flute","MUS","161","01","80047",2,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Sooy, Julie A.",08/30-12/09,16
,"MUS 161-185:PRIVATE INSTRUCTION STUDENTS MUST AUDITION PRIOR TO PLACEMENT W/PROF.  Special course fees apply: 2 Credit Course Fee = $225, 2 Credit Music Educ Fee = $325. 3 Credit Course Fee = $325 (Music Performance Majors only or others by permission only.)"
"COMPLETED","Flute","MUS","161","011","80761",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Southard, Robert G.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Flute","MUS","161","02","80048",3,"","TBA","","","","","","","","TBA",15,2,13,0,"Southard, Robert G.",08/30-12/09,16
"COMPLETED","Oboe","MUS","162","01","80049",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Southard, Sarah",08/30-12/09,16
"COMPLETED","Oboe","MUS","162","011","81238",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Southard, Sarah",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Oboe","MUS","162","02","80050",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Southard, Sarah",08/30-12/09,16
"COMPLETED","Clarinet","MUS","163","01","80051",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Schekman, Joel W.",08/30-12/09,16
"COMPLETED","Clarinet","MUS","163","011","81547",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Schekman, Joel W.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Clarinet","MUS","163","02","80052",3,"","TBA","","","","","","","","TBA",4,2,2,0,"Schekman, Joel W.",08/30-12/09,16
"COMPLETED","Saxophone","MUS","164","01","80053",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Lockwood, Thomas E.",08/30-12/09,16
"COMPLETED","Saxophone","MUS","164","011","80797",2,"","TBA","","","","","","","","TBA",1,0,1,0,"Lockwood, Thomas E.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Saxophone","MUS","164","02","80054",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Lockwood, Thomas E.",08/30-12/09,16
"COMPLETED","Jazz Saxophone","MUS","164","03","80055",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Lockwood, Thomas E.",08/30-12/09,16
"COMPLETED","Jazz Saxophone","MUS","164","04","80634",3,"","TBA","","","","","","","","TBA",5,2,3,0,"Lockwood, Thomas E.",08/30-12/09,16
"COMPLETED","Bassoon","MUS","165","01","80056",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Clapp, John G.",08/30-12/09,16
"COMPLETED","Bassoon","MUS","165","011","81379",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Clapp, John G.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Bassoon","MUS","165","02","80057",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Clapp, John G.",08/30-12/09,16
"COMPLETED","Horn","MUS","166","01","80058",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Peterson, Erich M.",08/30-12/09,16
"COMPLETED","Horn","MUS","166","011","81380",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Peterson, Erich M.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Horn","MUS","166","02","80059",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Peterson, Erich M.",08/30-12/09,16
"COMPLETED","Trumpet","MUS","167","01","80060",2,FA2,"TBA","","","","","","","","TBA",12,4,8,0,"Puccini, Dorival",08/30-12/09,16
"COMPLETED","Trumpet","MUS","167","011","80762",2,"","TBA","","","","","","","","TBA",10,0,10,0,"Puccini, Dorival",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the Department Chairperson for permission to register for this section."
"COMPLETED","Trumpet","MUS","167","02","80061",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Puccini, Dorival",08/30-12/09,16
"COMPLETED","Jazz Trumpet","MUS","167","03","80062",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Coyle, Brian R.",08/30-12/09,16
"COMPLETED","Jazz Trumpet","MUS","167","04","80580",3,"","TBA","","","","","","","","TBA",6,0,6,0,"Coyle, Brian R.",08/30-12/09,16
"COMPLETED","Trombone/Euphonium","MUS","168","01","80063",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Spencer, Daniel T.",08/30-12/09,16
"COMPLETED","Trombone","MUS","168","011","81381",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Spencer, Daniel T.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Trombone/Euphonium","MUS","168","02","80064",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",08/30-12/09,16
"COMPLETED","Jazz Trombone","MUS","168","03","80065",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Wesselink, Paul J.",08/30-12/09,16
"COMPLETED","Jazz Trombone","MUS","168","04","80635",3,"","TBA","","","","","","","","TBA",6,0,6,0,"Wesselink, Paul J.",08/30-12/09,16
"COMPLETED","Tuba","MUS","170","01","80066",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Spencer, Daniel T.",08/30-12/09,16
"COMPLETED","Tuba/Euphonium","MUS","170","011","81382",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Spencer, Daniel T.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Tuba","MUS","170","02","80067",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",08/30-12/09,16
"COMPLETED","Percussion","MUS","171","01","80068",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Secor, Gregory",08/30-12/09,16
"COMPLETED","Percussion","MUS","171","011","81383",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Secor, Gregory",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Percussion","MUS","171","02","80069",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Secor, Gregory",08/30-12/09,16
"COMPLETED","Jazz Percussion","MUS","171","03","80070",2,FA2,"TBA","","","","","","","","TBA",12,8,4,0,"Van Lente, Michael J.",08/30-12/09,16
"COMPLETED","Jazz Percussion","MUS","171","04","80621",3,"","TBA","","","","","","","","TBA",5,0,5,0,"Van Lente, Michael J.",08/30-12/09,16
"COMPLETED","Harp","MUS","172","01","80987",2,FA2,"TBA","","","","","","","","TBA",10,3,7,0,"Waldvogel-Warren, Martha",08/30-12/09,16
"COMPLETED","Harp","MUS","172","011","81384",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Waldvogel-Warren, Martha",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Harp","MUS","172","02","80988",3,"","TBA","","","","","","","","TBA",5,0,5,0,"Waldvogel-Warren, Martha",08/30-12/09,16
"COMPLETED","Violin","MUS","173","01","80071",2,FA2,"TBA","","","","","","","","TBA",10,6,4,0,"Craioveanu, Mihai D.",08/30-12/09,16
"COMPLETED","Violin","MUS","173","011","80763",2,"","TBA","","","","","","","","TBA",10,3,7,0,"Craioveanu, Mihai D.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"CLOSED","Violin","MUS","173","02","80072",3,"","TBA","","","","","","","","TBA",8,8,0,0,"Craioveanu, Mihai D.",08/30-12/09,16
"COMPLETED","Viola","MUS","174","01","80574",2,FA2,"TBA","","","","","","","","TBA",10,5,5,0,"Corbato, Barbara",08/30-12/09,16
"COMPLETED","Viola","MUS","174","011","80841",2,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Corbato, Barbara",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Viola","MUS","174","02","80575",3,"","TBA","","","","","","","","TBA",5,2,3,0,"Corbato, Barbara",08/30-12/09,16
"COMPLETED","Cello","MUS","175","01","80073",2,FA2,"TBA","","","","","","","","TBA",12,8,4,0,"Piippo, Richard G.",08/30-12/09,16
"COMPLETED","Cello","MUS","175","011","80764",2,"","TBA","","","","","","","","TBA",10,2,8,0,"Piippo, Richard G.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Cello","MUS","175","02","80074",3,"","TBA","","","","","","","","TBA",8,3,5,0,"Piippo, Richard G.",08/30-12/09,16
"COMPLETED","String Bass","MUS","176","01","80842",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Straus, Melissa M.",08/30-12/09,16
"COMPLETED","String Bass","MUS","176","011","81385",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Straus, Melissa M.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","String Bass","MUS","176","02","80843",3,"","TBA","","","","","","","","TBA",10,1,9,0,"Straus, Melissa M.",08/30-12/09,16
"COMPLETED","Jazz Bass","MUS","176","03","80075",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Hoats, Charles D.",08/30-12/09,16
"COMPLETED","Jazz Bass","MUS","176","04","80636",3,"","TBA","","","","","","","","TBA",6,3,3,0,"Hoats, Charles D.",08/30-12/09,16
"COMPLETED","Organ","MUS","177","01","80076",2,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Lewis, Huw R.",08/30-12/09,16
"COMPLETED","Organ","MUS","177","011","80765",2,"","TBA","","","","","","","","TBA",10,2,8,0,"Lewis, Huw R.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Organ","MUS","177","02","80077",3,"","TBA","","","","","","","","TBA",10,1,9,0,"Lewis, Huw R.",08/30-12/09,16
"PERMISSION","Piano","MUS","179","01","80078",2,FA2,"TBA","","","","","","","","TBA",10,6,4,0,"Clark, Adam L.",08/30-12/09,16
,"Written permission of instructor required. Students who have not studied piano at Hope must register for Mus 050-01, Pending Audition - Piano. Contact Music Department Office for audition appointment."
"COMPLETED","Piano","MUS","179","011","80759",2,"","TBA","","","","","","","","TBA",10,3,7,0,"Clark, Adam L.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Piano","MUS","179","02","80079",3,"","TBA","","","","","","","","TBA",10,3,7,0,"Clark, Adam L.",08/30-12/09,16
,"Written permission of instructor required."
"PERMISSION","Piano","MUS","179","03","80080",2,FA2,"TBA","","","","","","","","TBA",20,6,14,0,"Le, Andrew C.",08/30-12/09,16
,"Written permission of instructor required."
"COMPLETED","Piano","MUS","179","031","80760",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Le, Andrew C.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Piano","MUS","179","04","80081",3,"","TBA","","","","","","","","TBA",15,9,6,0,"Le, Andrew C.",08/30-12/09,16
,"Written permission of instructor required."
"PERMISSION","Piano","MUS","179","05","80795",2,FA2,"TBA","","","","","","","","TBA",15,6,9,0,"Aschbrenner, Charles",08/30-12/09,16
,"Written permission of instructor required."
"COMPLETED","Piano","MUS","179","07","81024",2,FA2,"TBA","","","","","","","","TBA",10,5,5,0,"Kolean, Lora L.",08/30-12/09,16
"COMPLETED","Piano","MUS","179","08","81574",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Kolean, Lora L.",08/30-12/09,16
"CLOSED","Jazz Piano","MUS","179J","05","80724",2,FA2,"TBA","","","","","","","","TBA",10,10,0,0,"Talaga, Stephen C.",08/30-12/09,16
"COMPLETED","Jazz Piano","MUS","179J","06","80725",3,"","TBA","","","","","","","","TBA",5,2,3,0,"Talaga, Stephen C.",08/30-12/09,16
"COMPLETED","Guitar","MUS","180","01","80082",2,FA2,"TBA","","","","","","","","TBA",20,15,5,0,"Martin, David J.",08/30-12/09,16
,"Classical guitar required."
"COMPLETED","Guitar","MUS","180","011","81386",2,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Martin, David J.",08/30-12/09,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Guitar","MUS","180","02","80083",3,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Martin, David J.",08/30-12/09,16
,"Written permission of instructor required."
"COMPLETED","Guitar","MUS","180","03","81173",2,FA2,"TBA","","","","","","","","TBA",20,14,6,0,"Hyde, Michael R.",08/30-12/09,16
