"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Fall 2012"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"FALL 2012 (201208)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"CLOSED","Wind Ensemble","MUS","130","11","80629",0,"","M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",30,35,-5,0,"Southard, Robert G.",08/28-12/07,16
,"This section is for those students who are participating in Wind Ensemble for pass-fail, zero credit only."
"","","","","","",,""," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Concert Band","MUS","133","01","80468",1,FA2," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,7,23,0,"Southard, Robert G.",08/28-12/07,16
"COMPLETED","Concert Band","MUS","133","11","80630",0,""," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,15,15,0,"Southard, Robert G.",08/28-12/07,16
,"This section is for those students who are participating in Concert Band for pass-fail, zero credit only."
"COMPLETED","Jazz Arts Collective","MUS","135","01","80042",1,FA2," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",20,2,18,0,"Coyle, Brian R.",08/28-12/07,16
"COMPLETED","Jazz Arts Collective","MUS","135","11","80631",0,""," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",15,8,7,0,"Coyle, Brian R.",08/28-12/07,16
,"This section is for those students who are participating in Jazz Ensemble for pass-fail, zero credit only."
"COMPLETED","Collegium Musicum - Vocal","MUS","140","01","80625",1,FA2," "," ","W"," "," "," "," ","1900-2030","NYKERK 116",15,5,10,0,"DeBoer, James R.",08/28-12/07,16
"COMPLETED","Collegium Musicum - Vocal","MUS","140","11","80632",0,""," "," ","W"," "," "," "," ","1900-2030","NYKERK 116",15,14,1,0,"DeBoer, James R.",08/28-12/07,16
,"This section is for those students who are participating in Collegium Musicam - Vocal for pass-fail, zero credit only."
"CLOSED","Jazz Chamber Ensemble I","MUS","160","01","80748",.5,FA2,"TBA","","","","","","","","TBA",4,4,0,0,"Coyle, Brian R.",08/28-12/07,16
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","011","80749",0,"","TBA","","","","","","","","TBA",4,0,4,0,"Coyle, Brian R.",08/28-12/07,16
,"This section is for those students who are particpating in Jazz Chamber Ensemble I for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","02","80750",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Hodson, Robert D.",08/28-12/07,16
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","021","80751",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Hodson, Robert D.",08/28-12/07,16
,"This section is for those students who are participating in Jazz Chamber Ensemble II for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","03","80752",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Talaga, Stephen C.",08/28-12/07,16
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","031","80753",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Talaga, Stephen C.",08/28-12/07,16
,"This section is for those students who are participating in Jazz Chamber Ensemble III for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","04","80754",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Van Lente, Michael J.",08/28-12/07,16
"CLOSED","Jazz Chamber Ensemble IV","MUS","160","041","80755",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Van Lente, Michael J.",08/28-12/07,16
,"This section is for those students who are participating in Jazz Chamber Ensemble IV for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","05","80756",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Lockwood, Thomas E.",08/28-12/07,16
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","051","80757",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Lockwood, Thomas E.",08/28-12/07,16
,"This section is for those students who are participating in Jazz Chamber Ensemble V for pass-fail, zero credit only."
"COMPLETED","Jazz Education Ensemble","MUS","160","06","81050",.5,FA2,"TBA","","","","","","","","TBA",5,4,1,0,"Coyle, Brian R.",08/28-12/07,16
"COMPLETED","Jazz Education Ensemble","MUS","160","061","81051",0,"","TBA","","","","","","","","TBA",5,4,1,0,"Coyle, Brian R.",08/28-12/07,16
,"This section is for those students who are participating in Jazz Education Ensemble for pass-fail, zero credit only."
"COMPLETED","Flute Choir","MUS","160","07","80758",.5,FA2," ","T"," "," "," "," "," ","1100-1150","NYKERK 116",12,1,11,0,"Sooy, Julie A.",08/28-12/07,16
"COMPLETED","Flute Choir","MUS","160","071","80759",0,""," ","T"," "," "," "," "," ","1100-1150","NYKERK 116",12,7,5,0,"Sooy, Julie A.",08/28-12/07,16
,"This section is for those students who are participating in Flute Choir for pass-fail, zero credit only."
"CANCELLED","Percussion Ensemble","MUS","160","08","80760",.5,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Staff",08/28-12/07,16
"CANCELLED","Percussion Ensemble","MUS","160","081","80761",0,"","TBA","","","","","","","","TBA",6,0,6,0,"Staff",08/28-12/07,16
,"This section is for those students who are participating in Percussion Ensemble for pass-fail, zero credit only."
"COMPLETED","Chamber Music","MUS","160","09","80762",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Piippo, Richard G.",08/28-12/07,16
"COMPLETED","Chamber Music","MUS","160","091","80763",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Piippo, Richard G.",08/28-12/07,16
,"This section is for those students who are participating in Chamber Music for pass-fail, zero credit only."
"COMPLETED","Chamber Music","MUS","160","10","80764",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Craioveanu, Mihai D.",08/28-12/07,16
"COMPLETED","Chamber Music","MUS","160","101","80765",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Craioveanu, Mihai D.",08/28-12/07,16
,"This section is for those students who are participating in Chamber Music for pass-fail, zero credit only."
"COMPLETED","Chamber Music","MUS","160","11","80766",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Le, Andrew C.",08/28-12/07,16
"CLOSED","Chamber Music","MUS","160","111","80767",0,"","TBA","","","","","","","","TBA",4,7,-3,0,"Le, Andrew C.",08/28-12/07,16
,"This section is for those students who are participating in Chamber Music for pass-fail, zero credit only."
"CANCELLED","Brass Ensemble","MUS","160","12","80768",.5,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Staff",08/28-12/07,16
"CANCELLED","Brass Ensemble","MUS","160","121","80769",0,"","TBA","","","","","","","","TBA",5,0,5,0,"Staff",08/28-12/07,16
,"This section is for those students who are participating in Brass Chamber Music for pass-fail, zero credit only."
"COMPLETED","12th Street Harmony","MUS","160","13","80770",.5,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Richmond, Brad W.",08/28-12/07,16
"COMPLETED","12th Street Harmony","MUS","160","131","80771",0,"","TBA","","","","","","","","TBA",12,3,9,0,"Richmond, Brad W.",08/28-12/07,16
,"This section is for those students who are participating in 12th Street Harmony for pass-fail, zero credit only."
"COMPLETED","Luminescence","MUS","160","14","80772",.5,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Richmond, Brad W.",08/28-12/07,16
"COMPLETED","Luminescence","MUS","160","141","80773",0,"","TBA","","","","","","","","TBA",12,4,8,0,"Richmond, Brad W.",08/28-12/07,16
,"This section is for those students who are participating in Luminescence for pass-fail, zero credit only."
"COMPLETED","Saxophone Quartet","MUS","160","15","80775",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Briggs, John A.",08/28-12/07,16
"COMPLETED","Saxophone Quartet","MUS","160","151","80776",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Briggs, John A.",08/28-12/07,16
,"This section is for those students who are participating in Saxophone Quartet for pass-fail, zero credit only."
"COMPLETED","Woodwind Quintet","MUS","160","16","80877",.5,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Southard, Robert G.",08/28-12/07,16
"CLOSED","Woodwind Quintet","MUS","160","161","80878",0,"","TBA","","","","","","","","TBA",5,12,-7,0,"Southard, Robert G.",08/28-12/07,16
,"This section is for those students who are participating in Woodwind Quintet for pass-fail, zero credit only."
"COMPLETED","Piano Ensemble","MUS","160","17","80879",.5,FA2,"TBA","","","","","","","","TBA",5,2,3,0,"Clark, Adam L.",08/28-12/07,16
"COMPLETED","Piano Ensemble","MUS","160","171","80880",0,"","TBA","","","","","","","","TBA",5,4,1,0,"Clark, Adam L.",08/28-12/07,16
,"This section is for those students who are participating in Piano Ensemble for pass-fail, zero credit only."
"COMPLETED","Woodwind Quintet II","MUS","160","18","81235",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Southard, Sarah",08/28-12/07,16
"CLOSED","Woodwind Quintet II","MUS","160","181","81236",0,"","TBA","","","","","","","","TBA",4,5,-1,0,"Southard, Sarah",08/28-12/07,16
,"This section is for those students who are participating in Woodwind Quintet II for pass-fail, zero credit only."
"COMPLETED","Clarinet Ensemble","MUS","160","19","81574",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Schekman, Joel W.",08/28-12/07,16
"COMPLETED","Clarinet Ensemble","MUS","160","191","81575",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Schekman, Joel W.",08/28-12/07,16
,"This section is for those students who are participating in Clarinet Ensemble for pass-fail, zero credit only."
"COMPLETED","Flute","MUS","161","01","80043",2,FA2,"TBA","","","","","","","","TBA",12,4,8,0,"Sooy, Julie A.",08/28-12/07,16
,"MUS 161-185:PRIVATE INSTRUCTION STUDENTS MUST AUDITION PRIOR TO PLACEMENT W/PROF.  Special course fees apply: 2 Credit Course Fee = $250, 2 Credit Music Educ Fee = $375. 3 Credit Course Fee = $375 (Music Performance Majors only or others by permission only.)"
"COMPLETED","Flute","MUS","161","011","80654",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Southard, Robert G.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Flute","MUS","161","02","80044",3,"","TBA","","","","","","","","TBA",15,4,11,0,"Southard, Robert G.",08/28-12/07,16
"COMPLETED","Oboe","MUS","162","01","80045",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Southard, Sarah",08/28-12/07,16
"COMPLETED","Oboe","MUS","162","011","80940",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Southard, Sarah",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Oboe","MUS","162","02","80046",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Southard, Sarah",08/28-12/07,16
"COMPLETED","Clarinet","MUS","163","01","80047",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Schekman, Joel W.",08/28-12/07,16
"COMPLETED","Clarinet","MUS","163","011","81196",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Schekman, Joel W.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Clarinet","MUS","163","02","80048",3,"","TBA","","","","","","","","TBA",4,2,2,0,"Schekman, Joel W.",08/28-12/07,16
"COMPLETED","Saxophone","MUS","164","01","80049",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Briggs, John A.",08/28-12/07,16
"COMPLETED","Saxophone","MUS","164","011","80681",2,"","TBA","","","","","","","","TBA",1,0,1,0,"Briggs, John A.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Saxophone","MUS","164","02","80050",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Briggs, John A.",08/28-12/07,16
"COMPLETED","Jazz Saxophone","MUS","164","03","80051",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Lockwood, Thomas E.",08/28-12/07,16
"COMPLETED","Jazz Saxophone","MUS","164","04","80549",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Lockwood, Thomas E.",08/28-12/07,16
"COMPLETED","Bassoon","MUS","165","01","80052",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Clapp, John G.",08/28-12/07,16
"COMPLETED","Bassoon","MUS","165","011","81052",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Clapp, John G.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Bassoon","MUS","165","02","80053",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Clapp, John G.",08/28-12/07,16
"COMPLETED","Horn","MUS","166","01","80054",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Peterson, Erich M.",08/28-12/07,16
"COMPLETED","Horn","MUS","166","011","81053",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Peterson, Erich M.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Horn","MUS","166","02","80055",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Peterson, Erich M.",08/28-12/07,16
"COMPLETED","Trumpet","MUS","167","01","80056",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Smitter, Pamela K.",08/28-12/07,16
"COMPLETED","Trumpet","MUS","167","011","80655",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Smitter, Pamela K.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the Department Chairperson for permission to register for this section."
"COMPLETED","Trumpet","MUS","167","02","80057",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Smitter, Pamela K.",08/28-12/07,16
"COMPLETED","Jazz Trumpet","MUS","167","03","80058",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Coyle, Brian R.",08/28-12/07,16
"COMPLETED","Jazz Trumpet","MUS","167","04","80503",3,"","TBA","","","","","","","","TBA",6,0,6,0,"Coyle, Brian R.",08/28-12/07,16
"COMPLETED","Trombone/Euphonium","MUS","168","01","80059",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Wesselink, Paul J.",08/28-12/07,16
"COMPLETED","Trombone","MUS","168","011","81054",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Wesselink, Paul J.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Trombone/Euphonium","MUS","168","02","80060",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Wesselink, Paul J.",08/28-12/07,16
"COMPLETED","Jazz Trombone","MUS","168","03","80061",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Wesselink, Paul J.",08/28-12/07,16
"COMPLETED","Jazz Trombone","MUS","168","04","80550",3,"","TBA","","","","","","","","TBA",6,0,6,0,"Wesselink, Paul J.",08/28-12/07,16
"COMPLETED","Tuba","MUS","170","01","80062",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Wesselink, Paul J.",08/28-12/07,16
"COMPLETED","Tuba/Euphonium","MUS","170","011","81055",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Wesselink, Paul J.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Tuba","MUS","170","02","80063",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Wesselink, Paul J.",08/28-12/07,16
"COMPLETED","Percussion","MUS","171","01","80064",2,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Secor, Gregory",08/28-12/07,16
"COMPLETED","Percussion","MUS","171","011","81056",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Secor, Gregory",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Percussion","MUS","171","02","80065",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Secor, Gregory",08/28-12/07,16
"COMPLETED","Jazz Percussion","MUS","171","03","80066",2,FA2,"TBA","","","","","","","","TBA",12,8,4,0,"Van Lente, Michael J.",08/28-12/07,16
"COMPLETED","Jazz Percussion","MUS","171","04","80536",3,"","TBA","","","","","","","","TBA",5,0,5,0,"Van Lente, Michael J.",08/28-12/07,16
"COMPLETED","Harp","MUS","172","01","80827",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Waldvogel-Warren, Martha",08/28-12/07,16
"COMPLETED","Harp","MUS","172","011","81057",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Waldvogel-Warren, Martha",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Harp","MUS","172","02","80828",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Waldvogel-Warren, Martha",08/28-12/07,16
"COMPLETED","Violin","MUS","173","01","80067",2,FA2,"TBA","","","","","","","","TBA",10,6,4,0,"Craioveanu, Mihai D.",08/28-12/07,16
"COMPLETED","Violin","MUS","173","011","80656",2,"","TBA","","","","","","","","TBA",10,3,7,0,"Craioveanu, Mihai D.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Violin","MUS","173","02","80068",3,"","TBA","","","","","","","","TBA",8,5,3,0,"Craioveanu, Mihai D.",08/28-12/07,16
"COMPLETED","Viola","MUS","174","01","80498",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Corbato, Barbara",08/28-12/07,16
"COMPLETED","Viola","MUS","174","011","80715",2,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Corbato, Barbara",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Viola","MUS","174","02","80499",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Corbato, Barbara",08/28-12/07,16
"COMPLETED","Cello","MUS","175","01","80069",2,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Piippo, Richard G.",08/28-12/07,16
"COMPLETED","Cello","MUS","175","011","80657",2,"","TBA","","","","","","","","TBA",10,2,8,0,"Piippo, Richard G.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Cello","MUS","175","02","80070",3,"","TBA","","","","","","","","TBA",8,2,6,0,"Piippo, Richard G.",08/28-12/07,16
"COMPLETED","String Bass","MUS","176","01","80716",2,FA2,"TBA","","","","","","","","TBA",10,3,7,0,"Straus, Melissa M.",08/28-12/07,16
"COMPLETED","String Bass","MUS","176","011","81058",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Straus, Melissa M.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","String Bass","MUS","176","02","80717",3,"","TBA","","","","","","","","TBA",10,1,9,0,"Straus, Melissa M.",08/28-12/07,16
"COMPLETED","Jazz Bass","MUS","176","03","80071",2,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Hoats, Charles D.",08/28-12/07,16
"COMPLETED","Jazz Bass","MUS","176","04","80551",3,"","TBA","","","","","","","","TBA",6,0,6,0,"Hoats, Charles D.",08/28-12/07,16
"COMPLETED","Organ","MUS","177","01","80072",2,FA2,"TBA","","","","","","","","TBA",10,4,6,0,"Lewis, Huw R.",08/28-12/07,16
"COMPLETED","Organ","MUS","177","011","80658",2,"","TBA","","","","","","","","TBA",10,2,8,0,"Lewis, Huw R.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Organ","MUS","177","02","80073",3,"","TBA","","","","","","","","TBA",10,3,7,0,"Lewis, Huw R.",08/28-12/07,16
"CLOSED","Piano","MUS","179","01","80074",2,FA2,"TBA","","","","","","","","TBA",10,10,0,0,"Clark, Adam L.",08/28-12/07,16
,"Written permission of instructor required. Students who have not studied piano at Hope must register for Mus 050-01, Pending Audition - Piano. Contact Music Department Office for audition appointment."
"COMPLETED","Piano","MUS","179","011","80652",2,"","TBA","","","","","","","","TBA",10,2,8,0,"Clark, Adam L.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Piano","MUS","179","02","80075",3,"","TBA","","","","","","","","TBA",10,2,8,0,"Clark, Adam L.",08/28-12/07,16
,"Written permission of instructor required."
"PERMISSION","Piano","MUS","179","03","80076",2,FA2,"TBA","","","","","","","","TBA",20,8,12,0,"Le, Andrew C.",08/28-12/07,16
,"Written permission of instructor required."
"COMPLETED","Piano","MUS","179","031","80653",2,"","TBA","","","","","","","","TBA",10,0,10,0,"Le, Andrew C.",08/28-12/07,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
