"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2012"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2012 (201201)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Brass Chamber Music","MUS","160","12","10603",.5,FA2,"TBA","","","","","","","","TBA",6,4,2,0,"Puccini, Dorival",01/10-04/27,16
"COMPLETED","Brass Chamber Music","MUS","160","121","10714",0,"","TBA","","","","","","","","TBA",6,3,3,0,"Puccini, Dorival",01/10-04/27,16
,"This section is for those students who are participating in Brass Chamber Music for pass-fail, zero credit only."
"COMPLETED","12th Street Harmony","MUS","160","13","10509",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Richmond, Brad W.",01/10-04/27,16
"COMPLETED","12th Street Harmony","MUS","160","131","10713",0,"","TBA","","","","","","","","TBA",10,3,7,0,"Richmond, Brad W.",01/10-04/27,16
,"This section is for those students who are participating in 12th Street Harmony for pass-fail, zero credit only."
"COMPLETED","Luminescence","MUS","160","14","10797",.5,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Richmond, Brad W.",01/10-04/27,16
"COMPLETED","Luminescence","MUS","160","141","10798",0,"","TBA","","","","","","","","TBA",10,8,2,0,"Richmond, Brad W.",01/10-04/27,16
,"This section is for those students who are participating in Luminescence for pass-fail, zero credit only."
"CANCELLED","Saxophone Quartet","MUS","160","151","10889",0,"","TBA","","","","","","","","TBA",4,0,4,0,"Staff",01/10-04/27,16
"CANCELLED","Saxophone Quartet","MUS","160","15X","10888",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Staff",01/10-04/27,16
"COMPLETED","Piano Ensemble","MUS","160","16","10890",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Clark, Adam L.",01/10-04/27,16
"CLOSED","Piano Ensemble","MUS","160","161","10891",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Clark, Adam L.",01/10-04/27,16
"COMPLETED","Woodwind Quintet","MUS","160","17","10892",.5,FA2," ","T"," ","R"," "," "," ","-","NYKERK ",5,0,5,0,"Southard, Robert G.",01/10-04/27,16
"CLOSED","Woodwind Quintet","MUS","160","171","10893",0,""," ","T"," ","R"," "," "," ","-","NYKERK ",5,5,0,0,"Southard, Robert G.",01/10-04/27,16
"COMPLETED","Woodwind Quintet","MUS","160","18","11370",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Southard, Robert G.",01/10-04/27,16
"CLOSED","Woodwind Quintet","MUS","160","181","11371",0,"","TBA","","","","","","","","TBA",4,5,-1,0,"Southard, Robert G.",01/10-04/27,16
,"This section is for those students who are participating in Woodwind Quintet for pass-fail, zero credit only."
"COMPLETED","Flute","MUS","161","01","10045",2,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Sooy, Julie A.",01/10-04/27,16
,"MUS 161-185:PRIVATE INSTRUCTION STUDENTS MUST AUDITION PRIOR TO PLACEMENT W/PROF.  Special course fees apply: 2 Credit Course Fee = $225, 2 Credit Music Educ Fee = $325. 3 Credit Course Fee = $325 (Music Performance Majors only or others by permission only.)"
"COMPLETED","Flute","MUS","161","011","10943",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Southard, Robert G.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Flute","MUS","161","02","10046",3,"","TBA","","","","","","","","TBA",8,3,5,0,"Southard, Robert G.",01/10-04/27,16
"COMPLETED","Oboe","MUS","162","01","10047",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Southard, Sarah",01/10-04/27,16
"COMPLETED","Oboe","MUS","162","011","11240",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Southard, Sarah",01/10-04/27,16
,"This section reserved for Music Education majors only Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Oboe","MUS","162","02","10048",3,"","TBA","","","","","","","","TBA",4,2,2,0,"Southard, Sarah",01/10-04/27,16
"COMPLETED","Clarinet","MUS","163","01","10049",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Schekman, Joel W.",01/10-04/27,16
"COMPLETED","Clarinet","MUS","163","011","11548",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Schekman, Joel W.",01/10-04/27,16
,"This section reserved for Music Education majors only Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Clarinet","MUS","163","02","10050",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Schekman, Joel W.",01/10-04/27,16
"COMPLETED","Saxophone","MUS","164","01","10051",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Lockwood, Thomas E.",01/10-04/27,16
"COMPLETED","Saxophone","MUS","164","011","10715",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Lockwood, Thomas E.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Saxophone","MUS","164","02","10052",3,"","TBA","","","","","","","","TBA",8,0,8,0,"Lockwood, Thomas E.",01/10-04/27,16
"COMPLETED","Jazz Saxophone","MUS","164","03","10053",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Lockwood, Thomas E.",01/10-04/27,16
"COMPLETED","Jazz Saxophone","MUS","164","04","10521",3,"","TBA","","","","","","","","TBA",12,1,11,0,"Lockwood, Thomas E.",01/10-04/27,16
"COMPLETED","Bassoon","MUS","165","01","10054",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Clapp, John G.",01/10-04/27,16
"COMPLETED","Bassoon","MUS","165","02","10055",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Clapp, John G.",01/10-04/27,16
"COMPLETED","Horn","MUS","166","01","10056",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Peterson, Erich M.",01/10-04/27,16
"COMPLETED","Horn","MUS","166","02","10057",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Peterson, Erich M.",01/10-04/27,16
"COMPLETED","Trumpet","MUS","167","01","10058",2,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Puccini, Dorival",01/10-04/27,16
"COMPLETED","Trumpet","MUS","167","011","10810",2,"","TBA","","","","","","","","TBA",10,0,10,0,"Puccini, Dorival",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the Department Chairperson for permission to register for this section."
"COMPLETED","Trumpet","MUS","167","02","10059",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Puccini, Dorival",01/10-04/27,16
"COMPLETED","Jazz Trumpet","MUS","167","03","10060",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Coyle, Brian R.",01/10-04/27,16
"COMPLETED","Jazz Trumpet","MUS","167","04","10522",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Coyle, Brian R.",01/10-04/27,16
"COMPLETED","Trombone","MUS","168","01","10061",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Spencer, Daniel T.",01/10-04/27,16
"COMPLETED","Trombone","MUS","168","02","10062",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",01/10-04/27,16
"COMPLETED","Jazz Trombone","MUS","168","03","10063",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Wesselink, Paul J.",01/10-04/27,16
"COMPLETED","Jazz Trombone","MUS","168","04","10523",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Wesselink, Paul J.",01/10-04/27,16
"COMPLETED","Baritone/Euphonium","MUS","169","01","10064",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Spencer, Daniel T.",01/10-04/27,16
"COMPLETED","Baritone/Euphonium","MUS","169","02","10065",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",01/10-04/27,16
"COMPLETED","Tuba","MUS","170","01","10066",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Spencer, Daniel T.",01/10-04/27,16
"COMPLETED","Tuba","MUS","170","02","10067",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",01/10-04/27,16
"COMPLETED","Percussion","MUS","171","01","10068",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Secor, Gregory",01/10-04/27,16
"COMPLETED","Percussion","MUS","171","02","10069",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Secor, Gregory",01/10-04/27,16
"COMPLETED","Jazz Percussion","MUS","171","03","10070",2,FA2,"TBA","","","","","","","","TBA",12,7,5,0,"Van Lente, Michael J.",01/10-04/27,16
"COMPLETED","Jazz Percussion","MUS","171","04","10524",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Van Lente, Michael J.",01/10-04/27,16
"COMPLETED","Harp","MUS","172","01","10896",2,FA2,"TBA","","","","","","","","TBA",8,3,5,0,"Waldvogel-Warren, Martha",01/10-04/27,16
"COMPLETED","Harp","MUS","172","02","10897",3,"","TBA","","","","","","","","TBA",2,1,1,0,"Waldvogel-Warren, Martha",01/10-04/27,16
"COMPLETED","Violin","MUS","173","01","10071",2,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Craioveanu, Mihai D.",01/10-04/27,16
"COMPLETED","Violin","MUS","173","011","10712",2,"","TBA","","","","","","","","TBA",5,4,1,0,"Craioveanu, Mihai D.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Violin","MUS","173","02","10424",3,"","TBA","","","","","","","","TBA",10,7,3,0,"Craioveanu, Mihai D.",01/10-04/27,16
"COMPLETED","Viola","MUS","174","01","10072",2,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Corbato, Barbara",01/10-04/27,16
"COMPLETED","Viola","MUS","174","011","10735",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Corbato, Barbara",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors, must see the department chairperson for permission to register for this section."
"COMPLETED","Viola","MUS","174","02","10425",3,"","TBA","","","","","","","","TBA",6,2,4,0,"Corbato, Barbara",01/10-04/27,16
"COMPLETED","Cello","MUS","175","01","10073",2,FA2,"TBA","","","","","","","","TBA",12,8,4,0,"Piippo, Richard G.",01/10-04/27,16
"COMPLETED","Cello","MUS","175","011","10716",2,"","TBA","","","","","","","","TBA",5,2,3,0,"Piippo, Richard G.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Cello","MUS","175","02","10074",3,"","TBA","","","","","","","","TBA",6,3,3,0,"Piippo, Richard G.",01/10-04/27,16
"COMPLETED","String Bass","MUS","176","01","10799",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Straus, Melissa M.",01/10-04/27,16
"COMPLETED","String Bass","MUS","176","02","10800",3,"","TBA","","","","","","","","TBA",5,1,4,0,"Straus, Melissa M.",01/10-04/27,16
"COMPLETED","Jazz Bass","MUS","176","03","10075",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Hoats, Charles D.",01/10-04/27,16
"COMPLETED","Jazz Bass","MUS","176","04","10076",3,"","TBA","","","","","","","","TBA",4,2,2,0,"Hoats, Charles D.",01/10-04/27,16
"COMPLETED","Organ","MUS","177","01","10077",2,FA2,"TBA","","","","","","","","TBA",12,4,8,0,"Lewis, Huw R.",01/10-04/27,16
"COMPLETED","Organ","MUS","177","011","10717",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Lewis, Huw R.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Organ","MUS","177","02","10078",3,"","TBA","","","","","","","","TBA",6,3,3,0,"Lewis, Huw R.",01/10-04/27,16
"PERMISSION","Piano","MUS","179","01","10079",2,FA2,"TBA","","","","","","","","TBA",16,7,9,0,"Aschbrenner, Charles",01/10-04/27,16
,"Written permission of instructor required."
"PERMISSION","Piano","MUS","179","02","10080",3,"","TBA","","","","","","","","TBA",6,4,2,0,"Aschbrenner, Charles",01/10-04/27,16
,"Written permission of instructor required."
"PERMISSION","Piano","MUS","179","05","10744",2,FA2,"TBA","","","","","","","","TBA",12,4,8,0,"Clark, Adam L.",01/10-04/27,16
,"Written permission of dept chair required."
"COMPLETED","Piano","MUS","179","051","10826",2,"","TBA","","","","","","","","TBA",10,2,8,0,"Clark, Adam L.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"COMPLETED","Piano","MUS","179","06","10698",3,"","TBA","","","","","","","","TBA",12,7,5,0,"Clark, Adam L.",01/10-04/27,16
"COMPLETED","Piano","MUS","179","07","11372",2,"","TBA","","","","","","","","TBA",10,9,1,0,"Kolean, Lora L.",01/10-04/27,16
"COMPLETED","Piano","MUS","179","08","11373",3,"","TBA","","","","","","","","TBA",5,0,5,0,"Kolean, Lora L.",01/10-04/27,16
"COMPLETED","Piano - Pending Audition","MUS","179","51","10083","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Clark, Adam L.",01/10-04/27,16
,"New piano students should enroll in MUS 179-51, pending audition."
"COMPLETED","Jazz Piano","MUS","179J","07","10742",2,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Talaga, Stephen C.",01/10-04/27,16
"COMPLETED","Jazz Piano","MUS","179J","08","10743",3,"","TBA","","","","","","","","TBA",12,2,10,0,"Talaga, Stephen C.",01/10-04/27,16
"COMPLETED","Guitar","MUS","180","01","10084",2,FA2,"TBA","","","","","","","","TBA",20,17,3,0,"Martin, David J.",01/10-04/27,16
,"Classical guitar required."
"PERMISSION","Guitar","MUS","180","02","10429",3,"","TBA","","","","","","","","TBA",10,1,9,0,"Martin, David J.",01/10-04/27,16
,"Written permission of instructor required."
"CLOSED","Guitar","MUS","180","03","11078",2,FA2,"TBA","","","","","","","","TBA",20,20,0,0,"Hyde, Michael R.",01/10-04/27,16
"COMPLETED","Jazz Guitar","MUS","180","04","10085",2,FA2,"TBA","","","","","","","","TBA",20,10,10,0,"Hyde, Michael R.",01/10-04/27,16
"COMPLETED","Jazz Guitar","MUS","180","05","10525",3,"","TBA","","","","","","","","TBA",12,2,10,0,"Hyde, Michael R.",01/10-04/27,16
"PERMISSION","Guitar","MUS","180","06","11499",2,"","TBA","","","","","","","","TBA",15,6,9,0,"Malfroid, Larry",01/10-04/27,16
,"Written permission of instructor required."
"PERMISSION","Voice","MUS","181","01","10086",2,FA2,"TBA","","","","","","","","TBA",20,14,6,0,"Kim, JungWoo",01/10-04/27,16
,"Written permission of instructor required."
"CLOSED","Voice","MUS","181","011","10719",2,"","TBA","","","","","","","","TBA",5,5,0,0,"Kim, JungWoo",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Voice","MUS","181","02","10087",3,"","TBA","","","","","","","","TBA",10,2,8,0,"Kim, JungWoo",01/10-04/27,16
,"Written permission of instructor required."
"PERMISSION","Voice","MUS","181","03","10088",2,FA2,"TBA","","","","","","","","TBA",20,13,7,0,"Dykstra, Linda L.",01/10-04/27,16
,"Written permission of instructor required."
"COMPLETED","Voice","MUS","181","031","10720",2,FA2,"TBA","","","","","","","","TBA",5,4,1,0,"Dykstra, Linda L.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Voice","MUS","181","04","10089",3,"","TBA","","","","","","","","TBA",10,5,5,0,"Dykstra, Linda L.",01/10-04/27,16
,"Written permission of instructor required."
"PERMISSION","Voice","MUS","181","05","10090",2,FA2,"TBA","","","","","","","","TBA",20,2,18,0,"Richmond, Brad W.",01/10-04/27,16
,"Written permission of instructor required."
"COMPLETED","Voice","MUS","181","051","10721",2,FA2,"TBA","","","","","","","","TBA",5,3,2,0,"Richmond, Brad W.",01/10-04/27,16
,"This section reserved for Music Education majors only. Undeclared Music Educ majors must see the department chairperson for permission to register for this section."
"PERMISSION","Voice","MUS","181","06","10091",3,"","TBA","","","","","","","","TBA",10,0,10,0,"Richmond, Brad W.",01/10-04/27,16
,"Written permission of instructor required."
"PERMISSION","Voice","MUS","181","07","10092",2,FA2,"TBA","","","","","","","","TBA",20,4,16,0,"Pilon, Sherri L.",01/10-04/27,16
,"Written permission of instructor required."
