"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2017"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2017 (201701)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Flute Choir","MUS","160","07","11030",.5,FA2," ","T"," "," "," "," "," ","1100-1150","JHMILR 130",12,1,11,0,"Sooy, Julie A.",01/09-05/05,14
"COMPLETED","Flute Choir","MUS","160","071","11365",0,""," ","T"," "," "," "," "," ","1100-1150","JHMILR 130",12,5,7,0,"Sooy, Julie A.",01/09-05/05,14
,"Reserved for students participating in Flute Choir for pass-fail, zero credit."
"COMPLETED","Jazz Organ Combo","MUS","160","08","12386",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Monaco, Anthony G.",01/09-05/05,14
"COMPLETED","Jazz Organ Combo","MUS","160","081","12387",0,"","TBA","","","","","","","","TBA",10,1,9,0,"Monaco, Anthony G.",01/09-05/05,14
,"Reserved for students participating in Jazz Organ Combo for pass-fail, zero credit."
"COMPLETED","String Chamber Music","MUS","160","09","12046",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Craioveanu, Mihai D.",01/09-05/05,14
"COMPLETED","String Chamber Music","MUS","160","091","12047",0,"","TBA","","","","","","","","TBA",10,2,8,0,"Craioveanu, Mihai D.",01/09-05/05,14
,"Reserved for students participating in Chamber Music for pass-fail, zero credit."
"COMPLETED","Saxophone Quartet","MUS","160","11","11671",.5,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Briggs, John A.",01/09-05/05,14
"COMPLETED","Saxophone Quartet","MUS","160","111","11672",0,"","TBA","","","","","","","","TBA",10,3,7,0,"Briggs, John A.",01/09-05/05,14
,"Reserved for students participating in Saxophone Quartet for pass-fail, zero credit."
"COMPLETED","Brazilian Drumming","MUS","160","12","11943",.5,FA2," "," ","W"," "," "," "," ","1900-2020","JHMILR 130",10,1,8,0,"Fashun, Christopher H.",01/09-05/05,14
"CLOSED","Brazilian Drumming","MUS","160","121","11944",0,""," "," ","W"," "," "," "," ","1900-2020","JHMILR 130",16,17,-1,0,"Fashun, Christopher H.",01/09-05/05,14
,"Reserved for students participating in Brazilian Drumming for pass-fail, zero credit."
"COMPLETED","12th Street Harmony","MUS","160","13","11273",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Richmond, Brad W.",01/09-05/05,14
"COMPLETED","12th Street Harmony","MUS","160","131","11366",0,"","TBA","","","","","","","","TBA",10,2,8,0,"Richmond, Brad W.",01/09-05/05,14
,"Reserved for students participating in 12th Street Harmony for pass-fail, zero credit."
"COMPLETED","Luminescence","MUS","160","14","11404",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Richmond, Brad W.",01/09-05/05,14
"COMPLETED","Luminescence","MUS","160","141","11405",0,"","TBA","","","","","","","","TBA",10,9,1,0,"Richmond, Brad W.",01/09-05/05,14
,"Reserved for students participating in Luminescence for pass-fail, zero credit."
"COMPLETED","Chamber Ensemble","MUS","160","15","11652",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Le, Andrew C.",01/09-05/05,14
"COMPLETED","Chamber Ensemble","MUS","160","151","11653",0,"","TBA","","","","","","","","TBA",10,0,10,0,"Le, Andrew C.",01/09-05/05,14
,"Reserved for students participating in Chamber Ensemble for pass-fail, zero credit."
"COMPLETED","Harp Ensemble","MUS","160","16","11435",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Waldvogel-Warren, Martha",01/09-05/05,14
"COMPLETED","Harp Ensemble","MUS","160","161","11436",0,"","TBA","","","","","","","","TBA",4,0,4,0,"Waldvogel-Warren, Martha",01/09-05/05,14
,"Reserved for students participating in Harp Ensemble for pass-fail, zero credit."
"COMPLETED","Woodwind Quintet","MUS","160","18","11559",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Southard, Sarah",01/09-05/05,14
"COMPLETED","Woodwind Quintet","MUS","160","181","11654",0,"","TBA","","","","","","","","TBA",5,3,2,0,"Southard, Sarah",01/09-05/05,14
,"Reserved for students participating in Woodwind Quintet for pass-fail, zero credit."
"COMPLETED","Folk Mus Ensmble I:Appalachian","MUS","160","20","12029",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Roberts, Nathaniel J.",01/09-05/05,14
"COMPLETED","Folk Mus Ensmble I:Appalachian","MUS","160","201","12030",0,"","TBA","","","","","","","","TBA",10,6,4,0,"Roberts, Nathaniel J.",01/09-05/05,14
,"Reserved for students participating in Folk Music Ensemble I: Appalachian String Band for pass-fail, zero credit."
"COMPLETED","Folk Music Ensemble II: Celtic","MUS","160","21","12062",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Roberts, Nathaniel J.",01/09-05/05,14
"COMPLETED","Folk Music Ensemble II: Celtic","MUS","160","211","12063",0,"","TBA","","","","","","","","TBA",10,1,9,0,"Roberts, Nathaniel J.",01/09-05/05,14
,"Reserved for students participating in Folk Music Ensemble II: Celtic Ensemble for pass-fail, zero credit."
"COMPLETED","Collaborative Voice","MUS","160","22","12408",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Dykstra, Linda L.",01/09-05/05,14
"COMPLETED","Collaborative Voice","MUS","160","221","12409",0,"","TBA","","","","","","","","TBA",10,0,10,0,"Dykstra, Linda L.",01/09-05/05,14
,"Reserved for students participating in Collaborative Voice for pass-fail, zero credit."
"COMPLETED","Guitar Ensemble","MUS","160","24","12049",.5,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Martin, David J.",01/09-05/05,14
"COMPLETED","Guitar Ensemble","MUS","160","241","12050",0,"","TBA","","","","","","","","TBA",10,2,8,0,"Martin, David J.",01/09-05/05,14
,"Reserved for students participating in Guitar Ensemble for pass-fail, zero credit."
"COMPLETED","Woodwind Chamber Ensemble","MUS","160","25","12358",.5,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Southard, Sarah",01/09-05/05,14
"COMPLETED","Woodwind Chamber Ensemble","MUS","160","251","12359",0,"","TBA","","","","","","","","TBA",5,3,2,0,"Southard, Sarah",01/09-05/05,14
,"Reserved for students participating in Woodwind Chamber Ensemble for pass-fail, zero credit."
"COMPLETED","Drum Choir","MUS","160","26","12622",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Shoup, Jeffrey A.",01/09-05/05,14
"COMPLETED","Drum Choir","MUS","160","261","12623",0,"","TBA","","","","","","","","TBA",10,1,9,0,"Shoup, Jeffrey A.",01/09-05/05,14
,"Reserved for students participating in Drum Choir for pass-fail, zero credit."
"COMPLETED","Folk Ensemble III","MUS","160","27","12701",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Roberts, Nathaniel J.",01/09-05/05,14
"COMPLETED","Folk Ensemble III","MUS","160","271","12702",0,"","TBA","","","","","","","","TBA",10,3,7,0,"Roberts, Nathaniel J.",01/09-05/05,14
,"Reserved for students participating in Folk Ensemble III for pass-fail, zero credit."
"COMPLETED","Flute","MUS","161","01","11711",2,FEE,"TBA","","","","","","","","TBA",12,1,11,0,"Southard, Robert G.",01/09-05/05,14
,"Mus 161-185, private instruction. Must audition prior to placement. Special course fees apply: 2 credits = $285; 2 credits for music ed majors = $440; 3 credits = $440 (music performance majors only, or others by permission)."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Flute","MUS","161","011","11712",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Southard, Robert G.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Flute","MUS","161","02","11713",3,FEE,"TBA","","","","","","","","TBA",15,3,12,0,"Southard, Robert G.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Flute","MUS","161","03","12388",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Sooy, Julie A.",01/09-05/05,14
,"Written permission of instructor required."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Oboe","MUS","162","01","11714",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Southard, Sarah",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Oboe","MUS","162","011","11715",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Southard, Sarah",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Oboe","MUS","162","02","11716",3,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Southard, Sarah",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Clarinet","MUS","163","01","11717",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Bratton, Suzanna E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Clarinet","MUS","163","011","11718",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Bratton, Suzanna E.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Clarinet","MUS","163","02","11719",3,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Bratton, Suzanna E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Saxophone","MUS","164","01","11720",2,FEE,"TBA","","","","","","","","TBA",10,5,5,0,"Briggs, John A.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Saxophone","MUS","164","011","11721",2,FEE,"TBA","","","","","","","","TBA",10,2,8,0,"Briggs, John A.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Saxophone","MUS","164","02","11722",3,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Briggs, John A.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Saxophone","MUS","164","03","11723",2,FEE,"TBA","","","","","","","","TBA",10,1,9,0,"Lockwood, Thomas E.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Saxophone","MUS","164","031","11913",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Lockwood, Thomas E.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Saxophone","MUS","164","04","11724",3,FEE,"TBA","","","","","","","","TBA",5,1,4,0,"Lockwood, Thomas E.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Bassoon","MUS","165","01","11725",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Beaulieu, Genevieve L.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Bassoon","MUS","165","011","11726",2,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Beaulieu, Genevieve L.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Bassoon","MUS","165","02","11727",3,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Beaulieu, Genevieve L.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Horn","MUS","166","01","11728",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"French, Keith A.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Horn","MUS","166","011","11729",2,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"French, Keith A.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Horn","MUS","166","02","11730",3,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"French, Keith A.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trumpet","MUS","167","01","11731",2,FEE,"TBA","","","","","","","","TBA",12,0,12,0,"Leach, James D.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trumpet","MUS","167","011","11732",2,FEE,"TBA","","","","","","","","TBA",10,1,9,0,"Leach, James D.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trumpet","MUS","167","02","11733",3,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Leach, James D.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Jazz Trumpet","MUS","167","03","11734",2,FEE,"TBA","","","","","","","","TBA",12,1,11,0,"Coyle, Brian R.",01/09-05/05,14
,"Written permission of instructor required."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Jazz Trumpet","MUS","167","031","11914",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Coyle, Brian R.",01/09-05/05,14
,"Written permission of instructor required. Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Jazz Trumpet","MUS","167","04","11735",3,FEE,"TBA","","","","","","","","TBA",4,0,4,0,"Coyle, Brian R.",01/09-05/05,14
,"Written permission of instructor required."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trombone/Euphonium","MUS","168","01","11736",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trombone/Euphonium","MUS","168","011","11737",2,FEE,"TBA","","","","","","","","TBA",5,0,5,0,"Graham, Adam E.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trombone/Euphonium","MUS","168","02","11738",3,FEE,"TBA","","","","","","","","TBA",4,0,4,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Trombone","MUS","168","03","11739",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Trombone","MUS","168","031","11915",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Graham, Adam E.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Trombone","MUS","168","04","11740",3,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Baritone/Euphonium","MUS","169","01","11741",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Baritone/Euphonium","MUS","169","011","11742",2,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Graham, Adam E.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Baritone/Euphonium","MUS","169","02","11743",3,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Tuba","MUS","170","01","11744",2,FEE,"TBA","","","","","","","","TBA",12,1,11,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Tuba","MUS","170","011","11745",2,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Graham, Adam E.",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Tuba","MUS","170","02","11746",3,FEE,"TBA","","","","","","","","TBA",4,0,4,0,"Graham, Adam E.",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Percussion","MUS","171","01","11747",2,FEE,"TBA","","","","","","","","TBA",12,2,10,0,"Secor, Gregory",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Percussion","MUS","171","011","11748",2,FEE,"TBA","","","","","","","","TBA",5,0,5,0,"Secor, Gregory",01/09-05/05,14
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Percussion","MUS","171","02","11749",3,FEE,"TBA","","","","","","","","TBA",4,0,4,0,"Secor, Gregory",01/09-05/05,14
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Drumset","MUS","171","03","11750",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Shoup, Jeffrey A.",01/09-05/05,14
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
