"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Fall 2017"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"FALL 2017 (201708)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"PERMISSION","Wind Ensemble","MUS","130","11","80428",0,""," "," "," "," ","F"," "," ","1300-1430","JHMILR 130",30,22,8,0,"Southard, Robert G.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Wind Ensemble for pass-fail, zero credit."
"","","","","","",,"","M"," ","W"," "," "," "," ","1700-1820","JHMILR 130","","","","","",""
"PERMISSION","Concert Band","MUS","133","01","80327",1,FA2," "," "," ","R"," "," "," ","1900-2030","JHMILR 130",30,4,26,0,"Southard, Robert G.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28."
"PERMISSION","Concert Band","MUS","133","11","80429",0,""," "," "," ","R"," "," "," ","1900-2030","JHMILR 130",30,10,20,0,"Southard, Robert G.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Concert Band for pass-fail, zero credit."
"COMPLETED","Jazz Arts Collective","MUS","135","01","80034",1,FA2," ","T"," ","R"," "," "," ","1200-1320","JHMILR 130",20,4,16,0,"Coyle, Brian R.",08/29-12/15,16
"COMPLETED","Jazz Arts Collective","MUS","135","11","80430",0,""," ","T"," ","R"," "," "," ","1200-1320","JHMILR 130",20,6,14,0,"Coyle, Brian R.",08/29-12/15,16
,"Reserved for students participating in Jazz Ensemble for pass-fail, zero credit."
"COMPLETED","Collegium Musicum - Vocal","MUS","140","01","81829",1,FA2," "," ","W"," "," "," "," ","1900-2030","JHMILR 140",15,5,10,0,"DeBoer, James R.",08/29-12/15,16
"COMPLETED","Collegium Musicum - Vocal","MUS","140","11","81830",0,""," "," ","W"," "," "," "," ","1900-2030","JHMILR 140",15,8,7,0,"DeBoer, James R.",08/29-12/15,16
,"This section is for those students who are participating in Collegium Musicum - Vocal for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","01","80495",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Coyle, Brian R.",08/29-12/15,16
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","011","80496",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Coyle, Brian R.",08/29-12/15,16
,"Reserved for students participating in Jazz Chamber Ensemble I for pass-fail, zero credit."
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","02","80497",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Roberts, Nathaniel J.",08/29-12/15,16
"CLOSED","Jazz Chamber Ensemble II","MUS","160","021","80498",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Roberts, Nathaniel J.",08/29-12/15,16
,"Reserved for students participating in Jazz Chamber Ensemble II for pass-fail, zero credit."
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","03","80499",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Talaga, Stephen C.",08/29-12/15,16
"CLOSED","Jazz Chamber Ensemble III","MUS","160","031","80500",0,"","TBA","","","","","","","","TBA",4,5,-1,0,"Talaga, Stephen C.",08/29-12/15,16
,"Reserved for students participating in Jazz Chamber Ensemble III for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","04","80501",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Shoup, Jeffrey A.",08/29-12/15,16
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","041","80502",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Shoup, Jeffrey A.",08/29-12/15,16
,"Reserved for students participating in Jazz Chamber Ensemble IV for pass-fail, zero credit only."
"CLOSED","Jazz Chamber Ensemble V","MUS","160","05","80503",.5,FA2,"TBA","","","","","","","","TBA",4,4,0,0,"Lockwood, Thomas E.",08/29-12/15,16
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","051","80504",0,"","TBA","","","","","","","","TBA",4,1,3,0,"Lockwood, Thomas E.",08/29-12/15,16
,"Reserved for students participating in Jazz Chamber Ensemble V for pass-fail, zero credit only."
"COMPLETED","Jazz Education Ensemble","MUS","160","06","80625",.5,FA2,"TBA","","","","","","","","TBA",5,3,2,0,"Coyle, Brian R.",08/29-12/15,16
"COMPLETED","Jazz Education Ensemble","MUS","160","061","80626",0,"","TBA","","","","","","","","TBA",5,2,3,0,"Coyle, Brian R.",08/29-12/15,16
,"Reserved for students participating in Jazz Education Ensemble for pass-fail, zero credit only."
"COMPLETED","Jazz Combo","MUS","160","07","81235",.5,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Monaco, Anthony G.",08/29-12/15,16
"COMPLETED","Jazz Combo","MUS","160","071","81236",0,"","TBA","","","","","","","","TBA",12,3,9,0,"Monaco, Anthony G.",08/29-12/15,16
,"Reserved for students participating in Jazz Combo for pass-fail, zero credit only."
"PERMISSION","Flute Choir","MUS","160","08","80505",.5,FA2," ","T"," "," "," "," "," ","1100-1150","JHMILR 130",12,1,11,0,"Sooy, Julie A.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Contact the Music Department for audition appointment."
"PERMISSION","Flute Choir","MUS","160","081","80506",0,""," ","T"," "," "," "," "," ","1100-1150","JHMILR 130",12,5,7,0,"Sooy, Julie A.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Contact the Music Department for audition appointment. Reserved for students participating in Flute Choir for pass-fail, zero credit only."
"COMPLETED","Collaborative Voice","MUS","160","09","81237",.5,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Dykstra, Linda L.",08/29-12/15,16
"COMPLETED","Collaborative Voice","MUS","160","091","81238",0,"","TBA","","","","","","","","TBA",12,0,12,0,"Dykstra, Linda L.",08/29-12/15,16
,"Reserved for students participating in Collaborative Voice for pass-fail, zero credit only."
"COMPLETED","String Chamber Music","MUS","160","10","80507",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Craioveanu, Mihai D.",08/29-12/15,16
"COMPLETED","String Chamber Music","MUS","160","101","80508",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Craioveanu, Mihai D.",08/29-12/15,16
,"Reserved for students participating in String Chamber Music for pass-fail, zero credit."
"COMPLETED","Collaborative Piano","MUS","160","11","80509",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Le, Andrew C.",08/29-12/15,16
"COMPLETED","Collaborative Piano","MUS","160","111","80510",0,"","TBA","","","","","","","","TBA",4,0,4,0,"Le, Andrew C.",08/29-12/15,16
,"Reserved for students participating in Collaborative Piano for pass-fail, zero credit only."
"COMPLETED","Brazilian Drumming","MUS","160","12","81025",.5,FA2," "," ","W"," "," "," "," ","1900-2030","JHMILR 130",15,5,10,0,"Fashun, Christopher H.",08/29-12/15,16
"COMPLETED","Brazilian Drumming","MUS","160","121","81026",0,""," "," ","W"," "," "," "," ","1900-2030","JHMILR 130",15,9,6,0,"Fashun, Christopher H.",08/29-12/15,16
,"Reserved for students participating in Brazilian Drumming for pass-fail, zero credit only."
"COMPLETED","12th Street Harmony","MUS","160","13","80511",.5,FA2,"TBA","","","","","","","","TBA",12,0,8,0,"Richmond, Brad W.",08/29-12/15,16
"COMPLETED","12th Street Harmony","MUS","160","131","80512",0,"","TBA","","","","","","","","TBA",12,2,8,0,"Richmond, Brad W.",08/29-12/15,16
,"Reserved for students participating in 12th Street Harmony for pass-fail, zero credit only."
"COMPLETED","Luminescence","MUS","160","14","80513",.5,FA2,"TBA","","","","","","","","TBA",12,2,2,0,"Richmond, Brad W.",08/29-12/15,16
"COMPLETED","Luminescence","MUS","160","141","80514",0,"","TBA","","","","","","","","TBA",12,6,2,0,"Richmond, Brad W.",08/29-12/15,16
,"Reserved for students participating in Luminescence for pass-fail, zero credit only."
"PERMISSION","Saxophone Quartet","MUS","160","15","80516",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Briggs, John A.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28."
"PERMISSION","Saxophone Quartet","MUS","160","151","80517",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Briggs, John A.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Saxophone Quartet for pass-fail, zero credit only."
"PERMISSION","Woodwind Chamber Ensemble","MUS","160","16","80571",.5,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Southard, Sarah",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28."
"CLOSED","Woodwind Chamber Ensemble","MUS","160","161","80572",0,"","TBA","","","","","","","","TBA",5,5,0,0,"Southard, Sarah",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Woodwind Chamber Ensemble for pass-fail, zero credit only."
"COMPLETED","Harp Ensemble","MUS","160","17","80573",.5,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Waldvogel-Warren, Martha",08/29-12/15,16
"COMPLETED","Harp Ensemble","MUS","160","171","80574",0,"","TBA","","","","","","","","TBA",5,1,4,0,"Waldvogel-Warren, Martha",08/29-12/15,16
,"Reserved for students participating in Harp Ensemble for pass-fail, zero credit only."
"PERMISSION","Brass Quintet","MUS","160","18","80693",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Graham, Adam E.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28."
"CLOSED","Brass Quintet","MUS","160","181","80694",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Graham, Adam E.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Brass Quintet for pass-fail, zero credit only."
"PERMISSION","Woodwind Chamber Ensemble","MUS","160","19","81224",.5,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Southard, Robert G.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28."
"CLOSED","Woodwind Chamber Ensemble","MUS","160","191","81225",0,"","TBA","","","","","","","","TBA",5,5,0,0,"Southard, Robert G.",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Woodwind Chamber Ensemble for pass-fail, zero credit only."
"PERMISSION","Percussion Ensemble","MUS","160","20","80853",.5,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Secor, Gregory",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28."
"PERMISSION","Percussion Ensemble","MUS","160","201","80854",0,"","TBA","","","","","","","","TBA",5,0,5,0,"Secor, Gregory",08/29-12/15,16
,"Written permission of instructor required. For placement, register for Mus 020 or 030. Auditions will be held on Monday, August 28. Reserved for students participating in Percussion Ensemble for pass-fail, zero credit only."
"COMPLETED","Folk Music Ensemble I","MUS","160","21","80974",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Roberts, Nathaniel J.",08/29-12/15,16
"COMPLETED","Folk Music Ensemble I","MUS","160","211","80975",0,"","TBA","","","","","","","","TBA",10,5,5,0,"Roberts, Nathaniel J.",08/29-12/15,16
,"Reserved for students participating in Folk Music Ensemble I for pass-fail, zero credit."
"COMPLETED","Folk Music Ensemble II","MUS","160","22","81258",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Roberts, Nathaniel J.",08/29-12/15,16
"COMPLETED","Folk Music Ensemble II","MUS","160","221","81259",0,"","TBA","","","","","","","","TBA",10,7,3,0,"Roberts, Nathaniel J.",08/29-12/15,16
,"Reserved for students participating in Folk Music Ensemble II for pass-fail, zero credit."
"COMPLETED","Guitar Ensemble","MUS","160","24","80976",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Martin, David J.",08/29-12/15,16
"COMPLETED","Guitar Ensemble","MUS","160","241","80977",0,"","TBA","","","","","","","","TBA",10,3,7,0,"Martin, David J.",08/29-12/15,16
,"Reserved for students participating in Guitar Ensemble for pass-fail, zero credit."
"COMPLETED","Folk Music Ensemble III","MUS","160","25","81503",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Roberts, Nathaniel J.",08/29-12/15,16
"COMPLETED","Folk Music Ensemble III","MUS","160","251","81504",0,"","TBA","","","","","","","","TBA",10,5,5,0,"Roberts, Nathaniel J.",08/29-12/15,16
,"Reserved for students participating in Folk Music Ensemble III for pass-fail, zero credit."
"COMPLETED","Drum Choir","MUS","160","26","81515",.5,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Shoup, Jeffrey A.",08/29-12/15,16
"COMPLETED","Drum Choir","MUS","160","261","81516",0,"","TBA","","","","","","","","TBA",10,0,10,0,"Shoup, Jeffrey A.",08/29-12/15,16
,"Reserved for students participating in Drum Choir for pass-fail, zero credit."
"COMPLETED","Flute","MUS","161","01","80035",1,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Southard, Robert G.",08/29-12/15,16
,"Mus 161-185, private instruction. Must audition prior to placement. Special course fees apply: 1 credit = $295; 2 credits for music ed majors = $455; 3 credits = $455 (music performance majors only, or others by permission)."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Flute","MUS","161","011","80445",2,FEE,"TBA","","","","","","","","TBA",10,2,8,0,"Southard, Robert G.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Flute","MUS","161","02","80036",3,FEE,"TBA","","","","","","","","TBA",15,1,14,0,"Southard, Robert G.",08/29-12/15,16
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Flute","MUS","161","03","81442",1,FEE,"TBA","","","","","","","","TBA",12,2,10,0,"Sooy, Julie A.",08/29-12/15,16
,"Written permission of instructor required."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Oboe","MUS","162","01","80037",1,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Southard, Sarah",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Oboe","MUS","162","011","80593",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Southard, Sarah",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Oboe","MUS","162","02","80038",3,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Southard, Sarah",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Clarinet","MUS","163","01","80039",1,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Schekman, Joel W.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Clarinet","MUS","163","011","80680",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Schekman, Joel W.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Clarinet","MUS","163","02","80040",3,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Schekman, Joel W.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Saxophone","MUS","164","01","80041",1,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Briggs, John A.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Saxophone","MUS","164","011","80462",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Briggs, John A.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Saxophone","MUS","164","02","80042",3,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Briggs, John A.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Saxophone","MUS","164","03","80043",1,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Lockwood, Thomas E.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Saxophone","MUS","164","031","81003",2,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Lockwood, Thomas E.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Jazz Saxophone","MUS","164","04","80382",3,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Lockwood, Thomas E.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Bassoon","MUS","165","01","80044",1,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Beaulieu, Genevieve L.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Bassoon","MUS","165","011","80627",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Beaulieu, Genevieve L.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Bassoon","MUS","165","02","80045",3,FA2,"TBA","","","","","","","","TBA",5,1,4,0,"Beaulieu, Genevieve L.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Horn","MUS","166","01","80046",1,FEE,"TBA","","","","","","","","TBA",12,2,10,0,"French, Keith A.",08/29-12/15,16
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Horn","MUS","166","011","80628",2,FEE,"TBA","","","","","","","","TBA",10,1,9,0,"French, Keith A.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Horn","MUS","166","02","80047",3,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"French, Keith A.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trumpet","MUS","167","01","80048",1,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Ruffer, Jonathan D.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trumpet","MUS","167","011","80446",2,FEE,"TBA","","","","","","","","TBA",10,2,8,0,"Ruffer, Jonathan D.",08/29-12/15,16
,"Reserved for declared music education majors."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trumpet","MUS","167","02","80049",3,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Ruffer, Jonathan D.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Jazz Trumpet","MUS","167","03","80050",1,FEE,"TBA","","","","","","","","TBA",12,1,11,0,"Coyle, Brian R.",08/29-12/15,16
,"Written permission of instructor required."
"","","","","","",,"FA2","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Jazz Trumpet","MUS","167","031","81004",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Coyle, Brian R.",08/29-12/15,16
,"Written permission of instructor required. Reserved for declared music education majors."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"PERMISSION","Jazz Trumpet","MUS","167","04","80354",3,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Coyle, Brian R.",08/29-12/15,16
,"Written permission of instructor required."
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
"COMPLETED","Trombone/Euphonium","MUS","168","01","80051",1,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Graham, Adam E.",08/29-12/15,16
"","","","","","",,"+FEE","TBA","","","","","","","","TBA","","","","","",""
